variable_name,column_number_ttgintt4,source_type,official_variable_label,label_group_1,label_group_2,label_group_3,label_group_4,teacher_questionnaire_question,item,valid_value_labels,special_missing_or_skip_codes,all_value_labels,available_idpop,available_files,recommended_cleaning_note
TT4G68C4,359,teacher questionnaire item,School Climate/ Feedback types/ Assessment of content knowledge/ I have never received this Feedback types,School Climate,Feedback types,Assessment of content knowledge,I have never received this Feedback types,68,C4,1 = Checked | 2 = Not checked,8 = Not administered | 9 = Omitted or invalid,1 = Checked | 2 = Not checked | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid"
TT4G68D1,360,teacher questionnaire item,School Climate/ Feedback types/ My students’ external results/ External individuals or bodies,School Climate,Feedback types,My students’ external results,External individuals or bodies,68,D1,1 = Checked | 2 = Not checked,8 = Not administered | 9 = Omitted or invalid,1 = Checked | 2 = Not checked | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid"
TT4G68D2,361,teacher questionnaire item,School Climate/ Feedback types/ My students’ external results/ Principal or member(s) of SMT,School Climate,Feedback types,My students’ external results,Principal or member(s) of SMT,68,D2,1 = Checked | 2 = Not checked,8 = Not administered | 9 = Omitted or invalid,1 = Checked | 2 = Not checked | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid"
TT4G68D3,362,teacher questionnaire item,School Climate/ Feedback types/ My students’ external results/ Other colleagues within the school,School Climate,Feedback types,My students’ external results,Other colleagues within the school,68,D3,1 = Checked | 2 = Not checked,8 = Not administered | 9 = Omitted or invalid,1 = Checked | 2 = Not checked | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid"
TT4G68D4,363,teacher questionnaire item,School Climate/ Feedback types/ My students’ external results/ I have never received this Feedback types,School Climate,Feedback types,My students’ external results,I have never received this Feedback types,68,D4,1 = Checked | 2 = Not checked,8 = Not administered | 9 = Omitted or invalid,1 = Checked | 2 = Not checked | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid"
TT4G68E1,364,teacher questionnaire item,School Climate/ Feedback types/ School and classroom results/ External individuals or bodies,School Climate,Feedback types,School and classroom results,External individuals or bodies,68,E1,1 = Checked | 2 = Not checked,8 = Not administered | 9 = Omitted or invalid,1 = Checked | 2 = Not checked | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid"
TT4G68E2,365,teacher questionnaire item,School Climate/ Feedback types/ School and classroom results/ Principal or member(s) of SMT,School Climate,Feedback types,School and classroom results,Principal or member(s) of SMT,68,E2,1 = Checked | 2 = Not checked,8 = Not administered | 9 = Omitted or invalid,1 = Checked | 2 = Not checked | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid"
TT4G68E3,366,teacher questionnaire item,School Climate/ Feedback types/ School and classroom results/ Other colleagues within the school,School Climate,Feedback types,School and classroom results,Other colleagues within the school,68,E3,1 = Checked | 2 = Not checked,8 = Not administered | 9 = Omitted or invalid,1 = Checked | 2 = Not checked | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid"
TT4G68E4,367,teacher questionnaire item,School Climate/ Feedback types/ School and classroom results/ I have never received this Feedback types,School Climate,Feedback types,School and classroom results,I have never received this Feedback types,68,E4,1 = Checked | 2 = Not checked,8 = Not administered | 9 = Omitted or invalid,1 = Checked | 2 = Not checked | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid"
TT4G68F1,368,teacher questionnaire item,School Climate/ Feedback types/ Self-assessment of my work/ External individuals or bodies,School Climate,Feedback types,Self-assessment of my work,External individuals or bodies,68,F1,1 = Checked | 2 = Not checked,8 = Not administered | 9 = Omitted or invalid,1 = Checked | 2 = Not checked | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid"
TT4G68F2,369,teacher questionnaire item,School Climate/ Feedback types/ Self-assessment of my work/ Principal or member(s) of SMT,School Climate,Feedback types,Self-assessment of my work,Principal or member(s) of SMT,68,F2,1 = Checked | 2 = Not checked,8 = Not administered | 9 = Omitted or invalid,1 = Checked | 2 = Not checked | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid"
TT4G68F3,370,teacher questionnaire item,School Climate/ Feedback types/ Self-assessment of my work/ Other colleagues within the school,School Climate,Feedback types,Self-assessment of my work,Other colleagues within the school,68,F3,1 = Checked | 2 = Not checked,8 = Not administered | 9 = Omitted or invalid,1 = Checked | 2 = Not checked | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid"
TT4G68F4,371,teacher questionnaire item,School Climate/ Feedback types/ Self-assessment of my work/ I have never received this Feedback types,School Climate,Feedback types,Self-assessment of my work,I have never received this Feedback types,68,F4,1 = Checked | 2 = Not checked,8 = Not administered | 9 = Omitted or invalid,1 = Checked | 2 = Not checked | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid"
TT4G69A,372,teacher questionnaire item,School Climate/ Impact of feedback/ Knowledge and understanding of my field(s),School Climate,Impact of feedback,Knowledge and understanding of my field(s),,69,A,1 = Yes | 2 = No,6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,1 = Yes | 2 = No | 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid"
TT4G69B,373,teacher questionnaire item,School Climate/ Impact of feedback/ Pedagogical competencies in teaching my subject,School Climate,Impact of feedback,Pedagogical competencies in teaching my subject,,69,B,1 = Yes | 2 = No,6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,1 = Yes | 2 = No | 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid"
TT4G69C,374,teacher questionnaire item,School Climate/ Impact of feedback/ Use of student assessments to improve student learning,School Climate,Impact of feedback,Use of student assessments to improve student learning,,69,C,1 = Yes | 2 = No,6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,1 = Yes | 2 = No | 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid"
TT4G69D,375,teacher questionnaire item,School Climate/ Impact of feedback/ Classroom management for student behaviour,School Climate,Impact of feedback,Classroom management for student behaviour,,69,D,1 = Yes | 2 = No,6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,1 = Yes | 2 = No | 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid"
TT4G69E,376,teacher questionnaire item,School Climate/ Impact of feedback/ Methods for teaching students with special educational needs,School Climate,Impact of feedback,Methods for teaching students with special educational needs,,69,E,1 = Yes | 2 = No,6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,1 = Yes | 2 = No | 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid"
TT4G69F,377,teacher questionnaire item,School Climate/ Impact of feedback/ Methods for teaching in a multicultural or multilingual setting,School Climate,Impact of feedback,Methods for teaching in a multicultural or multilingual setting,,69,F,1 = Yes | 2 = No,6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,1 = Yes | 2 = No | 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid"
TT4G69G,378,teacher questionnaire item,School Climate/ Impact of feedback/ Methods for teaching with <digital resources and tools>,School Climate,Impact of feedback,Methods for teaching with <digital resources and tools>,,69,G,1 = Yes | 2 = No,6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,1 = Yes | 2 = No | 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid"
TT4G69H,379,teacher questionnaire item,School Climate/ Impact of feedback/ Methods for supporting students’ social and emotional learning,School Climate,Impact of feedback,Methods for supporting students’ social and emotional learning,,69,H,1 = Yes | 2 = No,6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,1 = Yes | 2 = No | 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 6 = Logically not applicable | 8 = Not administered | 9 = Omitted or invalid"
TT4G70A,380,teacher questionnaire item,School Climate/ Student bullying/ Teachers at this school make it clear to students that bullying is not tolerated,School Climate,Student bullying,Teachers at this school make it clear to students that bullying is not tolerated,,70,A,1 = Strongly disagree | 2 = Disagree | 3 = Agree | 4 = Strongly agree,8 = Not administered | 9 = Omitted or invalid,1 = Strongly disagree | 2 = Disagree | 3 = Agree | 4 = Strongly agree | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid"
TT4G70B,381,teacher questionnaire item,"School Climate/ Student bullying/ At this school, students tell teachers when other students are being bullied",School Climate,Student bullying,"At this school, students tell teachers when other students are being bullied",,70,B,1 = Strongly disagree | 2 = Disagree | 3 = Agree | 4 = Strongly agree,8 = Not administered | 9 = Omitted or invalid,1 = Strongly disagree | 2 = Disagree | 3 = Agree | 4 = Strongly agree | 8 = Not administered | 9 = Omitted or invalid,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4","For CSV analysis, recode special codes as missing/structural as appropriate: 8 = Not administered | 9 = Omitted or invalid"
